Classifier-1,Classifier-2,Classifier-3,Classifier-4,State,City,Car Brand,Car Brand Specific,Keyword,Keyword Intent,Position 1,Position 2,Position 3,Search Volume,Search Volume (Long Tail),CPC,Organic Search Share (OSS),Search Impression Shares (SIS),Search Click Distribution (SCD),SCD Adjusted SV,Clicks Per Search (CPS),SERP Features,Trend
Finance & Insurance Industry,Insurance Services,Insurance,Insurance - State Generalized,Georgia,-,-,-,ga insurance check,Commercial,0.32,0.22,0.14,720,"2,160",$11.39,0.75,1.16,0.43,808,0.07,Sitelinks,"0.63,0.55,0.63,0.63,0.81,0.81,1.00,0.63,0.81,0.81,0.63,0.81"
Finance & Insurance Industry,Insurance Services,Business Insurance,Business (Owners) Insurance,-,-,-,-,garage liability insurance,Commercial,0.3,0.2,0.1,720,"2,160",$18.90,0.82,1.18,0.72,"1,505",0.93,"Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Thumbnails, Adwords bottom","0.82,0.82,0.82,0.82,0.82,1.00,0.82,0.82,1.00,0.82,0.67,0.82"
Finance & Insurance Industry,Insurance Services,Insurance,-,-,-,-,-,get insurance online,Commercial,0.28,0.21,0.15,720,"2,160",$29.09,0.5,1.3,0.63,885,0.72,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.82,1.00,0.82,0.82,0.82,0.67,0.82,0.67,0.67,0.44,0.36,0.55"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,good cheap car insurance,Commercial,0.3,0.22,0.16,720,"2,160",$39.58,0.56,1.04,0.74,931,0.79,"Adwords top, Sitelinks, People also ask, Videos, Adwords bottom","1.00,1.00,0.88,1.00,0.88,1.00,1.00,0.88,1.00,0.88,0.88,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,health insurance 2019,Commercial,0.29,0.21,0.15,720,"2,160",$5.52,0.77,1.03,0.82,"1,405",1.12,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Image pack","1.00,0.81,0.81,0.54,0.44,0.44,0.35,0.35,0.67,0.67,0.44,0.15"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Alaska,-,-,-,health insurance alaska,Commercial,0.31,0.23,0.18,720,"2,160",$3.58,0.79,1.4,0.82,"1,959",1.45,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.67,0.82,0.67,0.67,0.67,0.67,0.67,0.82,0.82,1.00,1.00,0.82"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,health insurance card,Commercial,0.31,0.23,0.18,720,"2,160",$6.82,0.79,1.2,0.53,"1,085",0.25,"Sitelinks, People also ask, Image pack","0.45,0.45,0.45,0.45,0.63,0.81,1.00,1.00,1.00,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,health insurance carriers,Commercial,0.31,0.2,0.14,720,"2,160",$5.83,0.79,1.28,0.54,"1,179",0.42,"Featured snippet, Thumbnails, People also ask","0.54,0.82,0.82,1.00,0.67,0.67,0.67,0.54,0.82,0.67,0.54,0.82"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Indiana,-,-,-,health insurance companies in california,Commercial,0.29,0.2,0.13,720,"2,160",$10.04,0.78,1.4,0.64,"1,510",0.76,"Featured snippet, Thumbnails, People also ask, Top stories, Adwords bottom","0.20,0.20,0.25,0.25,0.42,0.54,1.00,0.20,0.25,0.30,0.30,0.25"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Indiana,-,-,-,health insurance companies in nj,Commercial,0.3,0.23,0.16,720,"2,160",$4.93,0.88,1.5,0.84,"2,395",1,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.67,0.54,0.54,0.67,0.54,0.67,0.67,0.54,0.82,1.00,0.82,0.67"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,health insurance company profits,Commercial,0.35,0.27,0.16,720,"2,160",$12.30,0.79,1.18,0.72,"1,450",0.89,"People also ask, Image pack","0.66,0.66,0.81,0.53,0.66,1.00,0.81,0.81,0.81,1.00,0.81,0.66"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,health insurance cost estimator,Commercial,0.32,0.26,0.2,720,"2,160",$5.95,0.91,1.2,0.84,"1,981",1.05,"Featured snippet, Sitelinks, People also ask","0.67,0.82,0.67,0.82,0.67,0.67,0.82,1.00,1.00,0.82,0.82,0.82"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,health insurance for pregnant women,Commercial,0.29,0.19,0.08,720,"2,160",$5.64,0.89,1.3,0.84,"2,099",1.27,"Adwords top, Featured snippet, Thumbnails, Sitelinks, People also ask","0.48,0.72,1.00,0.88,0.88,0.88,1.00,0.72,0.72,0.88,1.00,0.72"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Gap Insurance,-,-,-,-,health insurance gap coverage,Commercial,0.3,0.22,0.13,720,"2,160",$9.43,0.87,1.13,0.74,"1,571",0.92,"Featured snippet, Thumbnails, People also ask, Sitelinks","1.00,1.00,0.82,1.00,1.00,1.00,0.82,0.82,1.00,1.00,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,health insurance innovations reviews,Commercial,0.28,0.19,0.08,720,"2,160",$4.81,0.76,1.41,0.52,"1,204",0.44,"Sitelinks, Videos, Image pack, Adwords bottom","1.00,0.81,0.03,0.03,0.03,0.03,0.22,1.00,0.09,0.13,0.13,0.03"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Nevada,Las Vegas,-,-,health insurance las vegas,Commercial,0.33,0.22,0.13,720,"2,160",$5.57,0.77,1.43,0.82,"1,950",1.01,"People also ask, Sitelinks, Videos","0.67,0.67,0.82,0.82,0.67,1.00,0.82,0.82,1.00,1.00,0.82,0.82"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,history of health insurance,Commercial,0.31,0.25,0.17,720,"2,160",$20.60,0.5,1.14,0.84,"1,034",1.16,"Sitelinks, People also ask, Top stories, Thumbnails","0.81,0.81,1.00,0.81,0.67,0.67,0.81,1.00,1.00,1.00,0.81,0.81"
Finance & Insurance Industry,Insurance Services,Insurance,-,-,-,-,-,hit and run insurance,Commercial,0.36,0.3,0.25,720,"2,160",$18.91,0.89,1.14,0.72,"1,578",0.8,People also ask,"0.82,0.82,0.82,0.82,0.82,1.00,1.00,1.00,0.82,1.00,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,home and auto insurance bundle,Commercial,0.35,0.24,0.18,720,"2,160",$32.14,0.65,1.2,0.84,"1,415",1.04,-,"0.09,0.07,0.09,0.06,1.00,0.07,0.03,0.03,0.03,0.05,0.03,0.21"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,home insurance company,Commercial,0.3,0.2,0.09,720,"2,160",$20.51,0.59,1.5,0.64,"1,223",0.67,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.09,0.09,0.09,0.07,0.09,1.00,0.09,0.07,0.25,0.07,0.06,0.09"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,home insurance coverage,Informational,0.19,0.13,0.08,720,"2,160",$31.72,0.58,1.16,0.74,"1,075",0.82,"Adwords top, Sitelinks, Featured snippet, Thumbnails, Adwords bottom","0.72,0.72,0.88,0.88,0.88,1.00,0.88,0.72,0.88,0.88,0.88,0.88"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,Texas,Houston,-,-,home insurance houston,Commercial,0.29,0.22,0.15,720,"2,160",$17.43,0.9,1.18,0.52,"1,193",0.46,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.66,0.81,0.81,0.54,0.44,0.81,1.00,1.00,1.00,0.81,1.00,0.81"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,Florida,-,-,-,home insurance quotes florida,Commercial,0.33,0.27,0.21,720,"2,160",$26.32,0.59,1.06,0.82,"1,108",1.04,"Adwords top, Sitelinks, Adwords bottom","0.77,0.77,0.77,0.77,0.68,0.77,0.68,0.68,1.00,0.68,0.68,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,home insurance reviews,Commercial,0.34,0.24,0.19,720,"2,160",$9.21,0.88,1.22,0.82,"1,902",1.6,"People also ask, Image pack","1.00,0.67,0.82,0.82,0.55,0.44,0.44,0.44,0.44,0.44,0.36,0.44"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,home owners insurance company,Commercial,0.27,0.17,0.08,720,"2,160",$36.56,0.63,1.5,0.32,653,0.06,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask","0.82,0.82,1.00,1.00,0.82,1.00,1.00,0.82,0.82,0.55,0.55,0.67"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,homeowners insurance declaration page,Informational,0.16,0.07,-0.01,720,"2,160",$31.08,0.58,1.29,0.63,"1,018",0.68,"Featured snippet, Thumbnails, People also ask, Sitelinks, Top stories","0.38,0.46,0.53,0.53,0.68,0.84,1.00,0.84,0.84,0.68,0.68,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,Georgia,-,-,-,homeowners insurance georgia,Commercial,0.29,0.23,0.14,720,"2,160",$27.76,0.57,1.2,0.64,946,0.76,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.67,0.67,0.82,0.82,0.67,0.82,0.67,0.67,0.82,0.55,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,homeowners insurance policy,Informational,0.17,0.1,0.02,720,"2,160",$25.36,0.7,1.12,0.62,"1,050",0.62,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.82,0.82,1.00,1.00,0.67,0.82,0.67,0.67,0.82,0.67,0.67,0.82"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,Illinois,-,-,-,illinois car insurance,Informational,0.22,0.16,0.07,720,"2,160",$49.08,0.6,1.01,0.82,"1,073",1.19,"Adwords top, Sitelinks, Adwords bottom","1.00,1.00,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Disability Insurance,-,-,-,-,income protection insurance,Commercial,0.3,0.2,0.09,720,"2,160",$5.72,0.89,1.12,0.64,"1,378",0.77,"Adwords top, Top stories, Thumbnails, People also ask, Sitelinks, Adwords bottom","0.72,0.59,0.59,0.59,0.72,1.00,0.88,0.72,0.72,0.72,0.72,0.72"
Finance & Insurance Industry,Insurance Services,Insurance,Insurance - State Generalized,Indiana,-,-,-,indiana insurance,Commercial,0.31,0.24,0.19,720,"2,160",$18.14,0.78,1.08,0.63,"1,146",0.69,"Adwords top, Sitelinks, Adwords bottom","1.00,1.00,0.82,0.82,0.82,0.82,1.00,0.82,1.00,1.00,0.82,0.82"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,North Carolina,-,-,-,individual health insurance nc,Commercial,0.29,0.2,0.12,720,"2,160",$6.16,0.79,1.42,0.82,"1,987",1.15,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.54,0.67,0.54,0.54,0.54,0.67,0.54,0.67,0.67,1.00,0.81,0.67"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,individual insurance,Commercial,0.3,0.2,0.13,720,"2,160",$5.42,0.83,1,0.83,"1,488",1.01,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.67,0.67,0.67,0.67,0.67,0.82,0.67,0.67,0.82,1.00,0.82,0.82"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,individual medical insurance,Commercial,0.3,0.25,0.2,720,"2,160",$6.48,0.93,1.06,0.82,"1,746",1.3,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.67,0.82,0.82,0.82,0.67,0.82,0.67,0.82,1.00,1.00,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Disability Insurance,-,-,-,-,individual short term disability insurance,Commercial,0.35,0.29,0.22,720,"2,160",$13.40,0.69,1.19,0.83,"1,472",1.35,People also ask,"0.81,1.00,0.81,0.81,0.66,0.81,0.66,0.81,0.66,1.00,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,inexpensive health insurance,Commercial,0.31,0.25,0.17,720,"2,160",$6.86,0.92,1.24,0.83,"2,045",1.28,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.88,1.00,1.00,1.00,0.88"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,instant car insurance quote,Commercial,0.33,0.23,0.14,720,"2,160",$54.13,0.56,1.5,0.83,"1,506",1.12,"Adwords top, Sitelinks, Adwords bottom","1.00,0.82,0.82,0.82,0.67,0.67,0.67,0.67,0.67,0.67,0.54,0.82"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,instant life insurance quotes,Commercial,0.32,0.24,0.14,720,"2,160",$37.17,0.59,1.14,0.82,"1,191",1.24,"Adwords top, Sitelinks, Adwords bottom","0.82,1.00,1.00,1.00,0.54,0.82,1.00,0.82,0.67,0.54,0.54,0.82"
Finance & Insurance Industry,Insurance Services,Insurance,-,-,-,-,-,insurance abbreviations,Informational,0.23,0.12,0.07,720,"2,160",$0.77,0.72,1.06,0.64,"1,055",0.62,-,"0.09,0.09,0.09,0.07,0.11,1.00,0.07,0.06,0.20,0.09,0.06,0.09"
Finance & Insurance Industry,Insurance Services,Insurance,-,-,-,-,-,insurance broker vs agent,Commercial,0.28,0.23,0.17,720,"2,160",$6.71,0.87,1.18,0.63,"1,397",0.57,"Featured snippet, Thumbnails, People also ask, Top stories","0.77,0.77,0.77,0.77,0.77,1.00,0.77,0.77,1.00,0.77,0.77,0.77"
Finance & Insurance Industry,Insurance Services,Insurance,-,-,-,-,-,insurance check,Commercial,0.28,0.17,0.06,720,"2,160",$12.16,0.93,1.14,0.64,"1,466",0.54,"Adwords top, Sitelinks, People also ask, Image pack","0.79,1.00,0.79,0.79,0.79,1.00,1.00,1.00,1.00,0.79,0.79,1.00"
Finance & Insurance Industry,Insurance Services,Insurance,Insurance - State Generalized,Indiana,-,-,-,insurance companies in arizona,Commercial,0.3,0.21,0.1,720,"2,160",$31.52,0.64,1.03,0.74,"1,054",0.93,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.82,1.00,0.82,1.00,0.67,0.67,0.67,0.67,0.67,0.67,0.82,0.82"
Finance & Insurance Industry,Insurance Services,Insurance,Insurance - State Generalized,Indiana,-,-,-,insurance companies in maryland,Commercial,0.28,0.2,0.11,720,"2,160",$41.94,0.73,1.02,0.53,852,0.4,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.67,0.82,0.82,0.82,1.00,0.82,0.82,0.67,1.00,0.67,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Insurance,Insurance - State Generalized,Indiana,-,-,-,insurance companies in michigan,Informational,0.25,0.15,0.04,720,"2,160",$17.85,0.75,1.22,0.73,"1,443",0.92,People also ask,"1.00,1.00,1.00,0.82,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.82"
Finance & Insurance Industry,Insurance Services,Insurance,Insurance - State Generalized,Indiana,-,-,-,insurance companies in pa,Commercial,0.33,0.28,0.17,720,"2,160",$30.58,0.56,1.2,0.63,914,0.65,"People also ask, Sitelinks, Adwords bottom","1.00,0.82,0.82,0.67,0.67,0.82,0.55,0.67,0.82,0.67,0.67,0.82"
Finance & Insurance Industry,Insurance Services,Insurance,Insurance - City Generalized,Indiana,-,-,-,insurance companies in usa,Commercial,0.3,0.19,0.12,720,"2,160",$21.85,0.48,1,0.64,664,0.78,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.81,0.66,0.66,0.66,0.66,0.81,0.66,0.81,0.81,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Insurance,-,-,-,-,-,insurance company reviews,Commercial,0.32,0.25,0.14,720,"2,160",$13.78,0.9,1.24,0.83,"2,001",1.26,"Adwords top, Sitelinks, Adwords bottom","0.82,1.00,1.00,0.82,0.54,0.67,0.67,0.54,0.67,0.67,0.54,0.82"
Finance & Insurance Industry,Insurance Services,Business Insurance,Business (Owners) Insurance,-,-,-,-,insurance for business owners,Commercial,0.28,0.17,0.09,720,"2,160",$36.91,0.68,1.2,0.63,"1,110",0.67,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","1.00,0.88,1.00,1.00,0.88,0.88,0.88,0.88,1.00,0.88,0.88,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,Georgia,-,-,-,insurance quotes ga,Commercial,0.3,0.24,0.16,720,"2,160",$16.03,0.89,1.15,0.53,"1,172",0.47,"Adwords top, People also ask, Sitelinks, Adwords bottom","0.44,0.54,0.54,0.54,0.44,0.67,0.67,0.67,0.67,0.67,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,insurance reviews,Commercial,0.29,0.18,0.07,720,"2,160",$17.90,0.79,1.08,0.82,"1,511",1.08,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.82,0.82,1.00,0.82,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.82"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,insurance that covers braces,Commercial,0.28,0.18,0.13,720,"2,160",$6.33,0.79,1.3,0.33,732,0.1,"Adwords top, Sitelinks, People also ask, Adwords bottom","1.00,1.00,0.67,0.67,0.82,1.00,1.00,0.82,0.82,1.00,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,insuring a salvage title car,Informational,0.19,0.09,0.03,720,"2,160",$21.29,0.49,1.25,0.63,833,0.68,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Top stories","0.72,1.00,0.72,0.88,0.72,0.72,0.88,0.88,0.88,0.88,0.72,0.88"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Travel Insurance,-,-,-,-,international medical insurance,Commercial,0.29,0.19,0.11,720,"2,160",$17.02,0.8,1.01,0.84,"1,466",1,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.59,0.72,0.88,0.88,0.88,1.00,0.72,0.11,0.72,0.72,0.72,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Jet Ski Insurance,-,-,-,-,jet ski insurance,Commercial,0.33,0.27,0.17,720,"2,160",$19.02,0.77,1.17,0.84,"1,635",1.37,"Adwords top, Sitelinks, People also ask","0.21,0.31,0.46,0.68,0.84,1.00,0.53,0.38,0.25,0.14,0.11,0.17"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,Kentucky,-,-,-,kentucky auto insurance,Commercial,0.32,0.23,0.16,720,"2,160",$31.27,0.69,1.3,0.32,620,0.03,-,"1.00,1.00,1.00,0.84,0.68,0.68,0.68,0.68,0.68,0.84,0.68,1.00"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,Indiana,Lafayette,-,-,lafayette life insurance,Commercial,0.34,0.24,0.15,720,"2,160",$10.06,0.76,1.02,0.84,"1,407",1.06,"Sitelinks, Adwords bottom","0.55,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.81,0.63,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,least expensive cars to insure,Commercial,0.35,0.25,0.15,720,"2,160",$38.26,0.6,1.05,0.82,"1,116",1.31,-,"0.09,0.09,0.09,0.09,0.09,0.27,0.09,0.09,0.09,1.00,0.45,0.09"
Finance & Insurance Industry,Insurance Services,Business Insurance,Professional Liability Insurance,-,-,-,-,legal malpractice insurance,Commercial,0.31,0.23,0.13,720,"2,160",$11.60,0.81,1.09,0.83,"1,583",1.35,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.82,1.00,0.82,0.82,0.67,0.67,0.67,0.67,0.82,0.67,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Mortgage Insurance,-,-,-,-,lender paid mortgage insurance,Commercial,0.35,0.29,0.23,720,"2,160",$16.54,0.8,1.5,0.73,"1,892",0.9,People also ask,"0.54,0.66,0.66,0.81,0.54,0.66,0.66,0.66,0.66,0.54,0.54,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,liability car insurance quote,Commercial,0.29,0.22,0.17,720,"2,160",$41.83,0.6,1.4,0.83,"1,506",1.23,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.66,0.66,0.66,0.66,0.81,1.00,1.00,0.66,0.66,0.81,0.81,0.81"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,life and health insurance,Commercial,0.27,0.16,0.11,720,"2,160",$10.38,0.69,1.32,0.62,"1,220",0.52,"Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Thumbnails, Adwords bottom","0.82,1.00,0.82,0.82,0.82,0.67,1.00,0.82,0.82,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,life insurance for senior citizens,Commercial,0.3,0.21,0.12,720,"2,160",$19.09,0.77,1.42,0.82,"1,937",1.34,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","1.00,1.00,0.82,1.00,0.82,1.00,0.67,0.67,1.00,0.67,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,life insurance for seniors over 70,Commercial,0.29,0.23,0.14,720,"2,160",$17.45,0.92,1.19,0.82,"1,939",1.29,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.67,0.67,0.82,0.82,0.55,0.44,0.82,0.82,0.44,0.36,0.55,1.00"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,life insurance for seniors over 80,Commercial,0.29,0.24,0.15,720,"2,160",$14.02,0.83,1.11,0.83,"1,652",1.34,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Top stories, Videos, Adwords bottom","0.82,1.00,1.00,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,life insurance for smokers,Commercial,0.3,0.21,0.13,720,"2,160",$18.97,0.69,1.4,0.83,"1,732",1.02,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.82,1.00,1.00,1.00,1.00,1.00,1.00,0.82,0.82,0.82,0.82,0.82"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,life insurance premium financing,Commercial,0.33,0.28,0.17,720,"2,160",$19.84,0.77,1.2,0.32,639,0.05,-,"0.09,1.00,0.11,0.19,0.67,0.19,0.11,0.09,0.11,0.09,0.09,0.09"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,life insurance with ltc rider,Commercial,0.3,0.22,0.13,720,"2,160",$65.42,0.69,1.08,0.54,869,0.44,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.42,0.65,0.54,0.35,0.42,0.54,0.42,0.35,0.65,0.42,0.65,1.00"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,list of life insurance companies,Commercial,0.31,0.23,0.17,720,"2,160",$21.64,0.67,1.28,0.83,"1,538",1.08,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Image pack, Adwords bottom","0.55,0.55,0.55,0.55,0.45,1.00,0.55,0.45,0.55,0.37,0.45,0.45"
